Company Ticker,Sector,Industry,MarketCap,Currency,MarketCap_USD
ENOV,Healthcare,Medical Devices,1793674624,USD,1793674624.0
ENPH,Technology,Solar,3861670144,USD,3861670144.0
ENR,Industrials,Electrical Equipment & Parts,1587243520,USD,1587243520.0
ENS,Industrials,Electrical Equipment & Parts,4706595840,USD,4706595840.0
ENSG,Healthcare,Medical Care Facilities,10609904640,USD,10609904640.0
ENT.L,Consumer Cyclical,Gambling,4969280512,GBp,6486041082.548429
ENTA,Healthcare,Biotechnology,312188640,USD,312188640.0
ENTG,Technology,Semiconductor Equipment & Materials,13853207552,USD,13853207552.0
ENVA,Financial Services,Credit Services,3036457472,USD,3036457472.0
ENVX,Industrials,Electrical Equipment & Parts,2657658624,USD,2657658624.0
ENX.PA,Financial Services,Financial Data & Stock Exchanges,12581118976,EUR,14457732521.691032
EOG,Energy,Oil & Gas E&P,57678741504,USD,57678741504.0
EOLS,Healthcare,Drug Manufacturers - Specialty & Generic,413339840,USD,413339840.0
EOSE,Industrials,Electrical Equipment & Parts,4361359872,USD,4361359872.0
EP,Energy,Oil & Gas E&P,103179008,USD,103179008.0
EPAC,Industrials,Specialty Industrial Machinery,2177541376,USD,2177541376.0
EPAM,Technology,Information Technology Services,9006747648,USD,9006747648.0
EPC,Consumer Defensive,Household & Personal Products,892113536,USD,892113536.0
EPM,Energy,Oil & Gas E&P,153381648,USD,153381648.0
EPR,Real Estate,REIT - Specialty,3823006720,USD,3823006720.0
EPRT,Real Estate,REIT - Retail,5978834944,USD,5978834944.0
EPSN,Energy,Oil & Gas E&P,107425256,USD,107425256.0
EQBK,Financial Services,Banks - Regional,777438912,USD,777438912.0
EQH,Financial Services,Asset Management,14614384640,USD,14614384640.0
EQIX,Real Estate,REIT - Specialty,81773297664,USD,81773297664.0
EQR,Real Estate,REIT - Residential,23167547392,USD,23167547392.0
EQT,Energy,Oil & Gas E&P,34860384256,USD,34860384256.0
EQTL3.SA,Utilities,Utilities - Regulated Electric,47121854464,BRL,8753989945.393726
ERAS,Healthcare,Biotechnology,675134976,USD,675134976.0
ERIE,Financial Services,Insurance Brokers,14920913920,USD,14920913920.0
ERII,Industrials,Pollution & Treatment Controls,894264832,USD,894264832.0
ES,Utilities,Utilities - Regulated Electric,27596124160,USD,27596124160.0
ESAB,Industrials,Metal Fabrication,6984797184,USD,6984797184.0
ESCA,Consumer Cyclical,Leisure,161503808,USD,161503808.0
ESE,Technology,Scientific & Technical Instruments,5735663616,USD,5735663616.0
ESI,Basic Materials,Specialty Chemicals,6563038208,USD,6563038208.0
ESNT,Financial Services,Insurance - Specialty,6000706048,USD,6000706048.0
ESOA,Industrials,Engineering & Construction,187485056,USD,187485056.0
ESPR,Healthcare,Drug Manufacturers - Specialty & Generic,683287360,USD,683287360.0
ESQ,Financial Services,Banks - Regional,810895040,USD,810895040.0
ESRT,Real Estate,REIT - Diversified,2189893120,USD,2189893120.0
ESS,Real Estate,REIT - Residential,17565495296,USD,17565495296.0
ESTC,Technology,Software - Application,9642098688,USD,9642098688.0
ETD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",608422016,USD,608422016.0
ETERNAL.NS,Consumer Cyclical,Internet Retail,2852494770176,INR,32168330876.904537
ETN,Industrials,Specialty Industrial Machinery,150491709440,USD,150491709440.0
ETON,Healthcare,Drug Manufacturers - Specialty & Generic,481642912,USD,481642912.0
ETR,Utilities,Utilities - Regulated Electric,43261841408,USD,43261841408.0
ETSY,Consumer Cyclical,Internet Retail,6028963328,USD,6028963328.0
EU,Energy,Uranium,537090432,USD,537090432.0
EVC,Communication Services,Advertising Agencies,181042816,USD,181042816.0
EVCM,Technology,Software - Infrastructure,2070203392,USD,2070203392.0
EVD.DE,Communication Services,Entertainment,7396129792,EUR,8499344647.51749
EVER,Communication Services,Internet Content & Information,818253120,USD,818253120.0
EVEX,Industrials,Aerospace & Defense,1242642304,USD,1242642304.0
EVGO,Consumer Cyclical,Specialty Retail,1202289536,USD,1202289536.0
EVH,Healthcare,Health Information Services,779326016,USD,779326016.0
EVI,Industrials,Industrial Distribution,329747552,USD,329747552.0
EVK.DE,Basic Materials,Specialty Chemicals,6719719936,EUR,7722040753.345689
EVLV,Industrials,Security & Protection Services,1306375168,USD,1306375168.0
EVN.AX,Basic Materials,Gold,21614227456,AUD,14057118883.470377
EVR,Financial Services,Capital Markets,11587488768,USD,11587488768.0
EVRG,Utilities,Utilities - Regulated Electric,17784100864,USD,17784100864.0
EVT.AX,Communication Services,Entertainment,2356574976,AUD,1532631904.7432601
EVT.DE,Healthcare,Drug Manufacturers - Specialty & Generic,1248135040,EUR,1434308235.5149438
EVTC,Technology,Software - Infrastructure,1812610176,USD,1812610176.0
EW,Healthcare,Medical Devices,48770400256,USD,48770400256.0
EWBC,Financial Services,Banks - Regional,13814578176,USD,13814578176.0
EWCZ,Consumer Defensive,Household & Personal Products,209840800,USD,209840800.0
EWTX,Healthcare,Biotechnology,1893062400,USD,1893062400.0
EXAS,Healthcare,Diagnostics & Research,12680594432,USD,12680594432.0
EXC,Utilities,Utilities - Regulated Electric,46661410816,USD,46661410816.0
EXE,Energy,Oil & Gas E&P,26217719808,USD,26217719808.0
EXEL,Healthcare,Biotechnology,10245849088,USD,10245849088.0
EXFY,Technology,Software - Application,149167424,USD,149167424.0
EXLS,Technology,Information Technology Services,6214726656,USD,6214726656.0
EXO.AS,Industrials,Farm & Heavy Construction Machinery,24744695808,EUR,28435641853.886665
EXP,Basic Materials,Building Materials,6598745600,USD,6598745600.0
EXPD,Industrials,Integrated Freight & Logistics,16620090368,USD,16620090368.0
EXPE,Consumer Cyclical,Travel Services,26674317312,USD,26674317312.0
EXPI,Real Estate,Real Estate Services,1573895552,USD,1573895552.0
EXPN.L,Industrials,Consulting Services,32547508224,GBp,42481899535.69013
EXPO,Industrials,Engineering & Construction,3639616768,USD,3639616768.0
EXR,Real Estate,REIT - Industrial,29073319936,USD,29073319936.0
EXTR,Technology,Communication Equipment,2511233024,USD,2511233024.0
EYE,Consumer Cyclical,Specialty Retail,2089200512,USD,2089200512.0
EYPT,Healthcare,Biotechnology,1005378240,USD,1005378240.0
EZJ.L,Industrials,Airlines,3632918016,GBp,4741784136.436838
EZTC3.SA,Real Estate,Real Estate - Development,4083312896,BRL,758571164.9525402
F,Consumer Cyclical,Auto Manufacturers,51838328832,USD,51838328832.0
F34.SI,Consumer Defensive,Packaged Foods,20226455552,SGD,15479272048.97116
FA,Industrials,Specialty Business Services,2147043584,USD,2147043584.0
FAF,Financial Services,Insurance - Specialty,6332065792,USD,6332065792.0
FANG,Energy,Oil & Gas E&P,40895705088,USD,40895705088.0
FAST,Industrials,Industrial Distribution,47115386880,USD,47115386880.0
FATE,Healthcare,Biotechnology,145315408,USD,145315408.0
FBIN,Industrials,Building Products & Equipment,6081403904,USD,6081403904.0
FBIZ,Financial Services,Banks - Regional,423038784,USD,423038784.0
FBK,Financial Services,Banks - Regional,2895205120,USD,2895205120.0
FBK.MI,Financial Services,Banks - Regional,12226816000,EUR,14050581324.0576
FBLA,Financial Services,Banks - Regional,241819120,USD,241819120.0
FBNC,Financial Services,Banks - Regional,2057514880,USD,2057514880.0
FBP,Financial Services,Banks - Regional,3131774720,USD,3131774720.0
FBRT,Real Estate,REIT - Mortgage,839201536,USD,839201536.0
FBU.AX,Basic Materials,Building Materials,3117202688,AUD,2027316907.730862
FBU.NZ,Basic Materials,Building Materials,3590157312,NZD,2034775149.9199488
FC,Consumer Defensive,Education & Training Services,207199456,USD,207199456.0
FCAP,Financial Services,Banks - Regional,144001664,USD,144001664.0
FCBC,Financial Services,Banks - Regional,596150080,USD,596150080.0
FCCO,Financial Services,Banks - Regional,205545520,USD,205545520.0
FCF,Financial Services,Banks - Regional,1612374400,USD,1612374400.0
FCFS,Financial Services,Credit Services,7009893376,USD,7009893376.0
FCIT.L,Financial Services,Asset Management,5885297152,GBp,7681651099.932364
FCN,Industrials,Consulting Services,5096713216,USD,5096713216.0
FCNCA,Financial Services,Banks - Regional,23336089600,USD,23336089600.0
FCPT,Real Estate,REIT - Retail,2557637376,USD,2557637376.0
FCX,Basic Materials,Copper,59125178368,USD,59125178368.0
FDBC,Financial Services,Banks - Regional,251972800,USD,251972800.0
FDMT,Healthcare,Biotechnology,524001696,USD,524001696.0
FDP,Consumer Defensive,Farm Products,1717025408,USD,1717025408.0
FDR.MC,Industrials,Specialty Industrial Machinery,4669430272,EUR,5365927627.744819
FDS,Financial Services,Financial Data & Stock Exchanges,9900192768,USD,9900192768.0
FDX,Industrials,Integrated Freight & Logistics,59694370816,USD,59694370816.0
FE,Utilities,Utilities - Regulated Electric,26595721216,USD,26595721216.0
FEIM,Technology,Communication Equipment,348048992,USD,348048992.0
FELE,Industrials,Specialty Industrial Machinery,4146141952,USD,4146141952.0
FENC,Healthcare,Biotechnology,226636672,USD,226636672.0
FER.MC,Industrials,Engineering & Construction,38640205824,EUR,44403821428.93424
FERG,Industrials,Industrial Distribution,48516210688,USD,48516210688.0
FET,Energy,Oil & Gas Equipment & Services,328367872,USD,328367872.0
FF,Basic Materials,Specialty Chemicals,169518544,USD,169518544.0
FFAI,Consumer Cyclical,Auto Manufacturers,192846160,USD,192846160.0
FFBC,Financial Services,Banks - Regional,2266535936,USD,2266535936.0
FFIC,Financial Services,Banks - Regional,481004992,USD,481004992.0
FFIN,Financial Services,Banks - Regional,4398625792,USD,4398625792.0
FFIV,Technology,Software - Infrastructure,14365623296,USD,14365623296.0
FFWM,Financial Services,Banks - Regional,436800800,USD,436800800.0
FG,Financial Services,Insurance - Life,3914240512,USD,3914240512.0
FGR.PA,Industrials,Engineering & Construction,10318195712,EUR,11857269134.417202
FHB,Financial Services,Banks - Regional,3047213312,USD,3047213312.0
FHN,Financial Services,Banks - Regional,10729999360,USD,10729999360.0
FHTX,Healthcare,Biotechnology,237991168,USD,237991168.0
FI,Technology,Information Technology Services,35035672576,USD,35035672576.0
FIBK,Financial Services,Banks - Regional,3270232064,USD,3270232064.0
FICO,Technology,Software - Application,39618273280,USD,39618273280.0
FIGS,Consumer Cyclical,Apparel Manufacturing,1249040000,USD,1249040000.0
FIHL,Financial Services,Insurance - Diversified,1874929280,USD,1874929280.0
FINW,Financial Services,Banks - Regional,262600592,USD,262600592.0
FIP,Industrials,Conglomerates,659389632,USD,659389632.0
FIS,Technology,Information Technology Services,32491948032,USD,32491948032.0
FISI,Financial Services,Banks - Regional,584363200,USD,584363200.0
FITB,Financial Services,Banks - Regional,27450208256,USD,27450208256.0
FIVE,Consumer Cyclical,Specialty Retail,8737247232,USD,8737247232.0
FIVN,Technology,Software - Infrastructure,1879801216,USD,1879801216.0
FIX,Industrials,Engineering & Construction,34484330496,USD,34484330496.0
FIZZ,Consumer Defensive,Beverages - Non-Alcoholic,3115681792,USD,3115681792.0
FLEX,Technology,Electronic Components,23629602816,USD,23629602816.0
FLG,Financial Services,Banks - Regional,4691685888,USD,4691685888.0
FLGT,Healthcare,Diagnostics & Research,707375040,USD,707375040.0
FLNC,Utilities,Utilities - Renewable,3797953536,USD,3797953536.0
FLNG,Energy,Oil & Gas Midstream,1401954944,USD,1401954944.0
FLO,Consumer Defensive,Packaged Foods,2508797440,USD,2508797440.0
FLOC,Energy,Oil & Gas Equipment & Services,1468887808,USD,1468887808.0
FLOW.AS,Financial Services,Capital Markets,1026757696,EUR,1179910003.3688254
FLR,Industrials,Engineering & Construction,7767972864,USD,7767972864.0
FLRY3.SA,Healthcare,Diagnostics & Research,7919074816,BRL,1471153928.5671833
FLS,Industrials,Specialty Industrial Machinery,9396704256,USD,9396704256.0
FLT.AX,Consumer Cyclical,Travel Services,2635138560,AUD,1713799676.0580096
FLUT,Consumer Cyclical,Gambling,40491966464,USD,40491966464.0
FLWS,Consumer Cyclical,Specialty Retail,225380880,USD,225380880.0
FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",184459008,USD,184459008.0
FLYW,Technology,Software - Infrastructure,1642627840,USD,1642627840.0
FMAO,Financial Services,Banks - Regional,327386144,USD,327386144.0
FMBH,Financial Services,Banks - Regional,862446080,USD,862446080.0
FMC,Basic Materials,Agricultural Inputs,1772615680,USD,1772615680.0
FMG.AX,Basic Materials,Other Industrial Metals & Mining,63776985088,AUD,41478265334.089645
FMNB,Financial Services,Banks - Regional,491374048,USD,491374048.0
FN,Technology,Electronic Components,15871057920,USD,15871057920.0
FNB,Financial Services,Banks - Regional,5637347840,USD,5637347840.0
FND,Consumer Cyclical,Home Improvement Retail,6426575360,USD,6426575360.0
FNF,Financial Services,Insurance - Specialty,15045277696,USD,15045277696.0
FNKO,Consumer Cyclical,Leisure,169624480,USD,169624480.0
FNLC,Financial Services,Banks - Regional,278454912,USD,278454912.0
FNTN.DE,Communication Services,Telecom Services,3175909632,EUR,3649631806.209715
FNWD,Financial Services,Banks - Regional,148952928,USD,148952928.0
FOA,Financial Services,Credit Services,246070576,USD,246070576.0
FOLD,Healthcare,Biotechnology,2731000576,USD,2731000576.0
FOR,Real Estate,Real Estate - Development,1302854144,USD,1302854144.0
FORM,Technology,Semiconductor Equipment & Materials,4349241856,USD,4349241856.0
FORR,Industrials,Consulting Services,146557440,USD,146557440.0
FOUR,Technology,Software - Infrastructure,6046919680,USD,6046919680.0
FOX,Communication Services,Entertainment,26759475200,USD,26759475200.0
FOXA,Communication Services,Entertainment,26759475200,USD,26759475200.0
FOXF,Consumer Cyclical,Auto Parts,944692608,USD,944692608.0
FPE3.DE,Basic Materials,Specialty Chemicals,4460891136,EUR,5126282564.82601
FPH.AX,Healthcare,Medical Instruments & Supplies,19110160384,AUD,12428563405.605436
FPH.NZ,Healthcare,Medical Instruments & Supplies,21935665152,NZD,12432365066.306765
FPI,Real Estate,REIT - Specialty,443727264,USD,443727264.0
FR,Real Estate,REIT - Industrial,7543254016,USD,7543254016.0
FR.PA,Consumer Cyclical,Auto Parts,2933648640,EUR,3371234898.155904
FRA.DE,Industrials,Airports & Air Services,6920111104,EUR,7952322488.394854
FRAF,Financial Services,Banks - Regional,203345984,USD,203345984.0
FRBA,Financial Services,Banks - Regional,389097056,USD,389097056.0
FRD,Basic Materials,Steel,157919680,USD,157919680.0
FRE.DE,Healthcare,Medical Care Facilities,27226888192,EUR,31288080784.29573
FRES.L,Basic Materials,Other Precious Metals & Mining,16195476480,GBp,21138779657.751553
FRGE,Financial Services,Capital Markets,316950560,USD,316950560.0
FRHC,Financial Services,Financial Conglomerates,9142235136,USD,9142235136.0
FRME,Financial Services,Banks - Regional,2067244416,USD,2067244416.0
FRPH,Real Estate,Real Estate Services,445245152,USD,445245152.0
FRPT,Consumer Defensive,Packaged Foods,2743867904,USD,2743867904.0
FRSH,Technology,Software - Application,3258172672,USD,3258172672.0
FRST,Financial Services,Banks - Regional,264434224,USD,264434224.0
FRT,Real Estate,REIT - Retail,8304951296,USD,8304951296.0
FRW.NZ,Industrials,Integrated Freight & Logistics,2569417472,NZD,1456255636.5763328
FSBC,Financial Services,Banks - Regional,749781632,USD,749781632.0
FSBW,Financial Services,Banks - Regional,288452416,USD,288452416.0
FSF.NZ,Consumer Defensive,Packaged Foods,896881728,NZD,508321082.8817472
FSFG,Financial Services,Banks - Regional,208202864,USD,208202864.0
FSLR,Technology,Solar,28512309248,USD,28512309248.0
FSLY,Technology,Software - Application,1224894080,USD,1224894080.0
FSP,Real Estate,REIT - Office,127539112,USD,127539112.0
FSS,Industrials,Pollution & Treatment Controls,7011836928,USD,7011836928.0
FSTR,Industrials,Railroads,285501600,USD,285501600.0
FSUN,Financial Services,Banks - Regional,932389312,USD,932389312.0
FTAI,Industrials,Rental & Leasing Services,17715372032,USD,17715372032.0
FTDR,Consumer Cyclical,Personal Services,4769450496,USD,4769450496.0
FTI,Energy,Oil & Gas Equipment & Services,17030295552,USD,17030295552.0
FTK,Energy,Oil & Gas Equipment & Services,518034304,USD,518034304.0
FTLF,Consumer Defensive,Packaged Foods,181341600,USD,181341600.0
FTNT,Technology,Software - Infrastructure,67063603200,USD,67063603200.0
FTRE,Healthcare,Biotechnology,918896000,USD,918896000.0
FTV,Technology,Scientific & Technical Instruments,15912343552,USD,15912343552.0
FUBO,Communication Services,Broadcasting,4465390080,USD,4465390080.0
FUL,Basic Materials,Specialty Chemicals,3103620352,USD,3103620352.0
FULC,Healthcare,Biotechnology,488148352,USD,488148352.0
FULT,Financial Services,Banks - Regional,3172372224,USD,3172372224.0
FUN,Consumer Cyclical,Leisure,2299041536,USD,2299041536.0
FUNC,Financial Services,Banks - Regional,226742096,USD,226742096.0
FUR.AS,Energy,Oil & Gas Equipment & Services,984154560,EUR,1130952136.739616
FVCB,Financial Services,Banks - Regional,218880112,USD,218880112.0
FVR,Real Estate,REIT - Diversified,272104480,USD,272104480.0
FWONA,Communication Services,Entertainment,24681779200,USD,24681779200.0
FWONK,Communication Services,Entertainment,24681779200,USD,24681779200.0
FWRD,Industrials,Integrated Freight & Logistics,554562112,USD,554562112.0
FWRG,Consumer Cyclical,Restaurants,967229952,USD,967229952.0
FXNC,Financial Services,Banks - Regional,202527008,USD,202527008.0
FYBR,Communication Services,Telecom Services,9435238400,USD,9435238400.0
G,Technology,Information Technology Services,6643175424,USD,6643175424.0
G.MI,Financial Services,Insurance - Diversified,49322266624,EUR,56679230168.12912
G13.SI,Consumer Cyclical,Resorts & Casinos,8820528128,SGD,6750335181.460583
G1A.DE,Industrials,Specialty Industrial Machinery,9979001856,EUR,11467480749.743
G24.DE,Communication Services,Internet Content & Information,7163775488,EUR,8232332119.943116
